"dataset"	"model_code"	"matrix_name"	"sequence_format"	"prefix"	"best_model"	"best_model_LogL"	"best_model_BIC"	"best_model_wBIC"	"tree_LogL"	"tree_UnconstrainedLogL"	"tree_NumFreeParams"	"tree_BIC"	"tree_length"	"tree_SumInternalBranch"	"tree_PercentInternalBranch"	"estimated_rates"	"estimated_gamma"	"estimated_state_frequencies"	"maximum_likelihood_tree"
"Borowiec2015"	"LG"	"Best108"	"aa"	"Borowiec2015.Best108.LG"	"LG+F+R6"	-1420983.454	2843009.711	0.978	-1420286.5708	-441579.5267	98	2841615.9443	12.4947	2.5023	20.03	"0.1743,0.0436,0.1947,0.2243,0.2336,0.6404,0.2207,1.3080,0.1425,2.4522,0.0343,4.6958"	NA	"0.0686,0.0553,0.0418,0.0580,0.0178,0.0403,0.0690,0.0586,0.0242,0.0621,0.0977,0.0736,0.0265,0.0411,0.0407,0.0624,0.0528,0.0090,0.0310,0.0693"	"(Oikopleura:0.7693702523,(((((((((((Apis:0.0434382567,Bombus:0.0473415070)100:0.2298268960,(Tribolium:0.2348556708,(Danaus:0.3167953506,Drosophila:0.3701913778)99:0.0402460336)91:0.0294891363)100:0.0397801968,(Acyrthosiphon:0.3645531693,Rhodnius:0.3116570015)100:0.0536499079)100:0.0807960851,Daphnia:0.3316773867)100:0.0681216671,((Tetranychus:0.5204909638,Ixodes:0.3174112414)99:0.0481146488,Strigamia:0.2863525760)77:0.0236810802)99:0.0393256139,(Caenorhabditis:0.4288898304,Brugia:0.3220316668)100:0.4556448250)100:0.0453414783,(Capitella:0.2637307838,(Lottia:0.2182005381,Pinctada:0.2537347508)100:0.0459324844)100:0.0537330156)100:0.0319377241,(((((Monosiga:0.3664420449,Salpingoeca:0.3874849701)100:0.3660966095,Mnemiopsis:0.5206160689)100:0.0468307391,Amphimedon:0.4676978011)100:0.0334620855,Trichoplax:0.4023441812)98:0.0314304370,((Acropora:0.2237719751,Nematostella:0.1605250393)100:0.0784553709,Hydra:0.4074900892)100:0.0500497724)100:0.0633187128)99:0.0202352816,(Strongylocentrotus:0.2737126171,Saccoglossus:0.2147219354)100:0.0515195317)79:0.0223759804,Branchiostoma:0.2334367637)100:0.0400800700,(((Xenopus:0.1102484016,(Homo:0.1012260757,(Gallus:0.1041152588,Anolis:0.0664756187)100:0.0149335402)100:0.0243788179)100:0.0182495287,Latimeria:0.1025984210)100:0.0222855117,(Fugu:0.0664720651,Gasterosteus:0.0635622693)100:0.0835893550)100:0.1304638065)100:0.1189291434,Ciona:0.3187555796);"
"Borowiec2015"	"LG_C20"	"Best108"	"aa"	"Borowiec2015.Best108.LG_C20"	"LG+C20+F+R7"	-1397471.793	2796220.487	1	-1396530.5202	-441579.5267	120	2794337.9415	16.918	3.2181	19.02	"0.1815,0.0352,0.2010,0.1945,0.2194,0.5568,0.2016,1.1841,0.1493,2.3091,0.0401,4.4159,0.0071,10.0821"	NA	"0.0686,0.0553,0.0418,0.0580,0.0178,0.0403,0.0690,0.0586,0.0242,0.0621,0.0977,0.0736,0.0265,0.0411,0.0407,0.0624,0.0528,0.0090,0.0310,0.0693"	"(Oikopleura:1.1875424933,((((((((((((Apis:0.0471704888,Bombus:0.0535380643)100:0.2968676590,(Tribolium:0.3012096443,(Danaus:0.4253919324,Drosophila:0.5035877915)88:0.0397851832)93:0.0329370305)100:0.0454547685,(Acyrthosiphon:0.5004556842,Rhodnius:0.4154541228)100:0.0608329093)100:0.1042948265,Daphnia:0.4432042785)100:0.0792472684,Strigamia:0.3852988053)72:0.0172490803,(Tetranychus:0.7459669005,Ixodes:0.4439848830)100:0.0559454909)100:0.0477949280,(Caenorhabditis:0.6197970124,Brugia:0.4410130974)100:0.6863187247)100:0.0467424011,(Capitella:0.3410924880,(Lottia:0.2839652645,Pinctada:0.3272596883)100:0.0508076515)100:0.0627040430)100:0.0345523627,((((Monosiga:0.5210484329,Salpingoeca:0.5614369505)100:0.5958669660,Mnemiopsis:0.7820550385)99:0.0435575743,Amphimedon:0.6727157402)100:0.0421538680,(((Acropora:0.2868417550,Nematostella:0.1985166102)100:0.1024112705,Hydra:0.5516564589)100:0.0491843828,Trichoplax:0.5587608806)85:0.0271757470)100:0.0673241760)100:0.0172835651,(Strongylocentrotus:0.3586572404,Saccoglossus:0.2726003983)100:0.0584827049)88:0.0220704428,Branchiostoma:0.2951565515)100:0.0448306164,(((Xenopus:0.1288092039,(Homo:0.1180107434,(Gallus:0.1216663803,Anolis:0.0765407924)100:0.0158171992)100:0.0273694665)100:0.0200099938,Latimeria:0.1198862092)100:0.0224803861,(Fugu:0.0763880532,Gasterosteus:0.0718036282)100:0.1029626923)100:0.1695313001)100:0.1280939512,Ciona:0.4613646360);"
"Borowiec2015"	"LG_C60"	"Best108"	"aa"	"Borowiec2015.Best108.LG_C60"	"LG+C60+F+R7"	-1393224.743	2788152.021	0.875	-1392308.0837	-441579.5267	160	2786318.7022	17.493	3.3255	19.01	"0.1580,0.0293,0.1777,0.1496,0.1638,0.4031,0.1737,0.7698,0.1834,1.4716,0.1196,2.8239,0.0239,6.7546"	NA	"0.0686,0.0553,0.0418,0.0580,0.0178,0.0403,0.0690,0.0586,0.0242,0.0621,0.0977,0.0736,0.0265,0.0411,0.0407,0.0624,0.0528,0.0090,0.0310,0.0693"	"(Oikopleura:1.2538396835,((((((((((((Apis:0.0469751056,Bombus:0.0536821712)100:0.3043823006,(Tribolium:0.3076698179,(Danaus:0.4369809395,Drosophila:0.5213362677)85:0.0388460795)96:0.0330630656)100:0.0461611982,(Acyrthosiphon:0.5188428818,Rhodnius:0.4255025524)100:0.0616099832)100:0.1091773694,Daphnia:0.4567926769)100:0.0830158494,Strigamia:0.3934755029)75:0.0169942185,(Tetranychus:0.7779590111,Ixodes:0.4603278300)100:0.0551088401)100:0.0499428220,(Caenorhabditis:0.6436349677,Brugia:0.4586450708)100:0.7269167275)100:0.0468570991,(Capitella:0.3488348846,(Lottia:0.2910809120,Pinctada:0.3366579919)100:0.0508959259)100:0.0627973670)100:0.0349154958,((((Monosiga:0.5412654656,Salpingoeca:0.5890443884)100:0.6378758214,Mnemiopsis:0.8225286516)96:0.0411446304,Amphimedon:0.6993755890)96:0.0408780397,(((Acropora:0.2925561894,Nematostella:0.2022835440)100:0.1039993156,Hydra:0.5697149309)100:0.0494721393,Trichoplax:0.5777149855)81:0.0265737321)100:0.0693404171)100:0.0168475384,(Strongylocentrotus:0.3674520355,Saccoglossus:0.2794340961)100:0.0576907298)93:0.0214919053,Branchiostoma:0.2996016684)100:0.0452241424,(((Xenopus:0.1297747080,(Homo:0.1187363909,(Gallus:0.1223544548,Anolis:0.0770496320)100:0.0156233390)100:0.0271436548)100:0.0199931876,Latimeria:0.1202900814)100:0.0217413427,(Fugu:0.0766076604,Gasterosteus:0.0720675011)100:0.1050583135)100:0.1753136541)100:0.1294009280,Ciona:0.4773733475);"
"Borowiec2015"	"LG4M"	"Best108"	"aa"	"Borowiec2015.Best108.LG4M"	"LG4M+R6"	-1408658.658	2818189.865	0.697	-1407551.2867	-441579.5267	82	2815975.1225	13.4652	2.6637	19.78	"0.1825,0.0440,0.2063,0.2385,0.2412,0.6810,0.2283,1.4622,0.1223,2.7650,0.0194,5.4835"	NA	NA	"(Oikopleura:0.8654999446,((((((((((((Apis:0.0428193740,Bombus:0.0495325264)100:0.2427677056,(Tribolium:0.2501365651,(Danaus:0.3427824105,Drosophila:0.4008982647)100:0.0384839958)100:0.0295029281)100:0.0411747673,(Acyrthosiphon:0.3901585232,Rhodnius:0.3318410361)100:0.0554807081)100:0.0864101809,Daphnia:0.3545713254)100:0.0664869704,Strigamia:0.3141070574)65:0.0177510781,(Tetranychus:0.5716904326,Ixodes:0.3499313363)100:0.0557432096)100:0.0386969090,(Caenorhabditis:0.4718900240,Brugia:0.3450963294)100:0.5129185273)100:0.0453658452,(Capitella:0.2801738764,(Lottia:0.2340388045,Pinctada:0.2705399099)100:0.0464469513)100:0.0557056858)100:0.0320274643,(((((Monosiga:0.4012756806,Salpingoeca:0.4273042963)100:0.4234505306,Mnemiopsis:0.5743353040)100:0.0453327517,Amphimedon:0.5096914985)100:0.0315449615,Trichoplax:0.4338936078)100:0.0293810413,((Acropora:0.2384178384,Nematostella:0.1691173348)100:0.0848082920,Hydra:0.4334752813)100:0.0521787916)100:0.0653772145)100:0.0195296142,(Strongylocentrotus:0.2932249288,Saccoglossus:0.2253965109)100:0.0521032185)84:0.0218640381,Branchiostoma:0.2475027189)100:0.0402978660,(((Xenopus:0.1138622414,(Homo:0.1046986468,(Gallus:0.1080221221,Anolis:0.0688367374)100:0.0152283041)100:0.0250590168)100:0.0184854599,Latimeria:0.1063247794)100:0.0226012967,(Fugu:0.0684702714,Gasterosteus:0.0652283742)100:0.0878347027)100:0.1403958250)100:0.1232304003,Ciona:0.3467288200);"
"Borowiec2015"	"ModelFinder"	"Best108"	"aa"	"Borowiec2015.Best108.ModelFinder"	"Q.insect+R6"	-1420245.171	2841330.969	0.995	-1419278.7018	-441579.5267	79	2839398.0302	13.2136	2.6647	20.17	"0.1822,0.0419,0.1922,0.2146,0.2334,0.6273,0.2093,1.2849,0.1394,2.4190,0.0435,4.5676"	NA	"State frequencies from model"	"(Oikopleura:0.8268180033,(((((((((((Apis:0.0445956536,Bombus:0.0486735881)100:0.2427640118,(Tribolium:0.2472850620,(Danaus:0.3333157855,Drosophila:0.3905316928)99:0.0424904851)96:0.0311884034)100:0.0417742828,(Acyrthosiphon:0.3876671404,Rhodnius:0.3272956687)100:0.0571750995)100:0.0867032063,Daphnia:0.3498826632)100:0.0726051311,((Tetranychus:0.5557501023,Ixodes:0.3312978608)100:0.0525240156,Strigamia:0.3013936259)66:0.0245686668)100:0.0416156042,(Caenorhabditis:0.4571557588,Brugia:0.3397731727)100:0.4944867241)100:0.0477164059,(Capitella:0.2776084987,(Lottia:0.2301432580,Pinctada:0.2663865309)100:0.0481840098)100:0.0561730960)100:0.0341757715,(((((Monosiga:0.3841196121,Salpingoeca:0.4078538672)100:0.3944632456,Mnemiopsis:0.5563867457)100:0.0501085723,Amphimedon:0.4980948199)100:0.0351379195,Trichoplax:0.4281353857)98:0.0329294072,((Acropora:0.2343253826,Nematostella:0.1662373329)100:0.0831343898,Hydra:0.4350757770)100:0.0530700920)100:0.0674614245)99:0.0206526324,(Strongylocentrotus:0.2862393940,Saccoglossus:0.2251704641)100:0.0541175627)82:0.0229893409,Branchiostoma:0.2420286041)100:0.0428959558,(((Xenopus:0.1141147636,(Homo:0.1044125658,(Gallus:0.1071070142,Anolis:0.0683583204)100:0.0154939250)100:0.0249214358)100:0.0189347738,Latimeria:0.1060720214)100:0.0231690265,(Fugu:0.0682994679,Gasterosteus:0.0647688114)100:0.0872057228)100:0.1369906810)100:0.1268804693,Ciona:0.3365250792);"
"Borowiec2015"	"mtZOA"	"Best108"	"aa"	"Borowiec2015.Best108.mtZOA"	"mtZOA+F+I+R7"	-1442184.877	2885444.479	0.542	-1441273.4004	-441579.5267	101	2883621.526	16.2783	3.1999	19.66	"0.1616,0.0538,0.1515,0.1896,0.1974,0.4572,0.1899,0.9048,0.1581,1.7225,0.0885,3.2739,0.0199,6.9495"	NA	"0.0686,0.0553,0.0418,0.0580,0.0178,0.0403,0.0690,0.0586,0.0242,0.0621,0.0977,0.0736,0.0265,0.0411,0.0407,0.0624,0.0528,0.0090,0.0310,0.0693"	"(Oikopleura:1.0777961159,(((((((((((Apis:0.0476665818,Bombus:0.0527825236)100:0.2871514802,(Tribolium:0.2960145827,(Danaus:0.4105830843,Drosophila:0.4861070240)97:0.0488286635)96:0.0359560903)100:0.0470995203,(Acyrthosiphon:0.4668428950,Rhodnius:0.4001883698)100:0.0667912467)100:0.1003414919,Daphnia:0.4291787321)100:0.0847591366,((Tetranychus:0.6900480983,Ixodes:0.4245247763)93:0.0598569503,Strigamia:0.3633145438)64:0.0278021858)93:0.0482763665,(Caenorhabditis:0.5857050051,Brugia:0.4287373039)100:0.6201096818)100:0.0539417113,(Capitella:0.3384564671,(Lottia:0.2729466131,Pinctada:0.3263188432)100:0.0578055731)100:0.0658412560)100:0.0380924630,(((((Monosiga:0.5166287933,Salpingoeca:0.5524839056)100:0.5076976781,Mnemiopsis:0.6991799874)100:0.0617136529,Amphimedon:0.6216230753)99:0.0408694323,Trichoplax:0.5214521755)99:0.0375730032,((Acropora:0.2849600124,Nematostella:0.2015881691)100:0.1009539661,Hydra:0.5229917880)100:0.0617971930)100:0.0762512182)99:0.0236075360,(Strongylocentrotus:0.3502311121,Saccoglossus:0.2703072080)100:0.0626409726)78:0.0259993384,Branchiostoma:0.2991254431)100:0.0484043893,(((Xenopus:0.1300595306,(Homo:0.1196429117,(Gallus:0.1240299354,Anolis:0.0774047290)100:0.0170063074)100:0.0281082597)100:0.0209390185,Latimeria:0.1211237253)100:0.0258294427,(Fugu:0.0767126143,Gasterosteus:0.0738427494)100:0.1005670592)100:0.1663139344)100:0.1509817315,Ciona:0.4178362665);"
"Borowiec2015"	"PMB"	"Best108"	"aa"	"Borowiec2015.Best108.PMB"	"PMB+F+R7"	-1446004.96	2893074.004	0.845	-1445032.7422	-441579.5267	100	2891129.5686	10.8456	2.1981	20.27	"0.1717,0.0483,0.1835,0.2367,0.1269,0.5782,0.1579,0.8589,0.2157,1.5101,0.1259,2.6377,0.0184,4.4243"	NA	"0.0686,0.0553,0.0418,0.0580,0.0178,0.0403,0.0690,0.0586,0.0242,0.0621,0.0977,0.0736,0.0265,0.0411,0.0407,0.0624,0.0528,0.0090,0.0310,0.0693"	"(Oikopleura:0.6264373887,((((((((((Apis:0.0417455158,Bombus:0.0461279992)100:0.2012459307,(Tribolium:0.2080041123,(Danaus:0.2742835338,Drosophila:0.3196496971)99:0.0379182729)88:0.0282583963)100:0.0372212128,(Acyrthosiphon:0.3137173946,Rhodnius:0.2694972446)100:0.0477835328)100:0.0712456579,Daphnia:0.2907372632)100:0.0600683501,((Tetranychus:0.4365484840,Ixodes:0.2757373344)92:0.0440300650,Strigamia:0.2521548624)67:0.0232482923)92:0.0353394762,(Caenorhabditis:0.3624946874,Brugia:0.2762629478)100:0.3726752814)100:0.0415126949,(Capitella:0.2341299127,(Lottia:0.1936160149,Pinctada:0.2221326999)100:0.0414367488)100:0.0500431706)100:0.0298324597,(((((Monosiga:0.3116739657,Salpingoeca:0.3289438659)100:0.2983449922,Mnemiopsis:0.4330204530)100:0.0421986791,Amphimedon:0.3958947486)99:0.0317791111,Trichoplax:0.3480843122)99:0.0296330175,((Acropora:0.1988987865,Nematostella:0.1448127721)100:0.0691480842,Hydra:0.3493281551)100:0.0455560027)100:0.0575593887)99:0.0203419920,((Strongylocentrotus:0.2409859422,Saccoglossus:0.1900322662)100:0.0401763314,Branchiostoma:0.2059386367)52:0.0245000498)100:0.0436313795,(((Xenopus:0.1036054561,(Homo:0.0950951084,(Gallus:0.0972105509,Anolis:0.0633162132)100:0.0142590475)100:0.0235180434)100:0.0176717316,Latimeria:0.0957033869)100:0.0218225719,(Fugu:0.0633062341,Gasterosteus:0.0610366242)100:0.0772509924)100:0.1173198567)100:0.1015574970,Ciona:0.2773561348);"
"Borowiec2015"	"PMSF_C20"	"Best108"	"aa"	"Borowiec2015.Best108.PMSF_C20"	"Borowiec2015.Best108.PMSF_C20.ssfp.sitefreq"	NA	NA	NA	-1293561.2417	-441579.5267	94	2588122.7227	13.7964	2.8249	20.48	"0.2862,0.0719,0.2673,0.4772,0.2834,1.3473,0.1631,2.8816"	NA	"State frequencies from model"	"(Oikopleura:0.9578398496,((((((((((((Apis:0.0427575938,Bombus:0.0521513023)100:0.2360598592,(Tribolium:0.2413273916,(Danaus:0.3363142503,Drosophila:0.3986340085)94:0.0323358205)98:0.0294032252)100:0.0380749142,(Acyrthosiphon:0.3997210117,Rhodnius:0.3215926227)100:0.0485452358)100:0.0980099860,Daphnia:0.3600504824)100:0.0749955255,Strigamia:0.3153604906)65:0.0146536300,(Tetranychus:0.6028884560,Ixodes:0.3554065828)100:0.0448921333)100:0.0413257167,(Caenorhabditis:0.4807839362,Brugia:0.3220099497)100:0.6009302386)100:0.0533891333,(Capitella:0.2841631774,(Lottia:0.2357201177,Pinctada:0.2650017587)100:0.0397418406)100:0.0516625480)100:0.0341031631,(((((Monosiga:0.3781154399,Salpingoeca:0.4141643725)100:0.5301275342,Mnemiopsis:0.6163284436)99:0.0336328338,Amphimedon:0.5309229402)100:0.0287140838,Trichoplax:0.4490832571)93:0.0226320578,((Acropora:0.2337733843,Nematostella:0.1656739100)100:0.0840272991,Hydra:0.4451262588)100:0.0480360207)100:0.0746602268)100:0.0169858393,(Strongylocentrotus:0.2947024088,Saccoglossus:0.2283502810)100:0.0497654461)100:0.0219564957,Branchiostoma:0.2435807592)100:0.0430218557,(((Xenopus:0.1148405329,(Homo:0.1041027849,(Gallus:0.1063949208,Anolis:0.0697751125)100:0.0145519653)100:0.0261947481)100:0.0187831416,Latimeria:0.1056765635)100:0.0211343759,(Fugu:0.0688979654,Gasterosteus:0.0657094070)100:0.0893987658)100:0.1454987186)100:0.1176467658,Ciona:0.3645928814);"
"Borowiec2015"	"PMSF_C60"	"Best108"	"aa"	"Borowiec2015.Best108.PMSF_C60"	"Borowiec2015.Best108.PMSF_C60.ssfp.sitefreq"	NA	NA	NA	-1260243.1575	-441579.5267	94	2521486.5543	14.7401	3.0768	20.87	"0.2857,0.0708,0.2625,0.4601,0.2849,1.3212,0.1670,2.8904"	NA	"State frequencies from model"	"(Oikopleura:1.0747151491,((((((((((((Apis:0.0426525654,Bombus:0.0534604401)100:0.2455778164,(Tribolium:0.2502575719,(Danaus:0.3557337889,Drosophila:0.4219524814)98:0.0321718058)100:0.0298688913)100:0.0377893244,(Acyrthosiphon:0.4276439353,Rhodnius:0.3375907325)100:0.0504745763)100:0.1093802247,Daphnia:0.3775102762)100:0.0827928136,Strigamia:0.3291567825)77:0.0138260842,(Tetranychus:0.6543923184,Ixodes:0.3790265066)100:0.0424273379)100:0.0450223022,(Caenorhabditis:0.5182886550,Brugia:0.3342561771)100:0.6930287558)100:0.0575167709,(Capitella:0.2949731115,(Lottia:0.2466382233,Pinctada:0.2772089927)100:0.0400545527)100:0.0526172563)100:0.0369959510,(((((Monosiga:0.3970303235,Salpingoeca:0.4455799488)100:0.6237530236,Mnemiopsis:0.6784887621)98:0.0307956200,Amphimedon:0.5714863235)100:0.0288485717,Trichoplax:0.4772990860)91:0.0217331638,((Acropora:0.2429686858,Nematostella:0.1695757755)100:0.0867849800,Hydra:0.4734446785)100:0.0485095966)100:0.0813387456)100:0.0154742276,(Strongylocentrotus:0.3096441858,Saccoglossus:0.2373879061)100:0.0496926178)100:0.0210898846,Branchiostoma:0.2492903486)100:0.0454946712,(((Xenopus:0.1172929933,(Homo:0.1064029538,(Gallus:0.1086694225,Anolis:0.0713124669)100:0.0144346595)100:0.0264483686)100:0.0190806274,Latimeria:0.1074413608)100:0.0193254275,(Fugu:0.0702468959,Gasterosteus:0.0665907978)100:0.0937347133)100:0.1544283794)100:0.1262617658,Ciona:0.3877117273);"
"Borowiec2015"	"PMSF_LG_C20"	"Best108"	"aa"	"Borowiec2015.Best108.PMSF_LG_C20"	"Borowiec2015.Best108.PMSF_LG_C20.ssfp.sitefreq"	NA	NA	NA	-1315046.9873	-441579.5267	94	2631094.2139	14.6753	2.8137	19.17	"0.2848,0.0590,0.2847,0.4252,0.2795,1.3107,0.1509,3.2850"	NA	"State frequencies from model"	"(Oikopleura:1.0553569279,(((((((((((Apis:0.0419132901,Bombus:0.0479068212)100:0.2540320842,(Tribolium:0.2577949376,(Danaus:0.3662211782,Drosophila:0.4356854899)97:0.0336214488)99:0.0280755247)100:0.0387904578,(Acyrthosiphon:0.4323909628,Rhodnius:0.3569454758)100:0.0512292957)100:0.0917407890,Daphnia:0.3802867707)100:0.0752583692,((Tetranychus:0.6505535369,Ixodes:0.3809596471)100:0.0378145546,Strigamia:0.3222208964)74:0.0175794574)100:0.0443807141,(Caenorhabditis:0.5425190656,Brugia:0.3792983275)100:0.6143123547)100:0.0415482041,(Capitella:0.2932144448,(Lottia:0.2438972594,Pinctada:0.2822207548)100:0.0426858999)100:0.0521448065)100:0.0308591539,(((((Monosiga:0.4503417001,Salpingoeca:0.4873872871)100:0.5355272572,Mnemiopsis:0.6838437506)99:0.0328497883,Amphimedon:0.5810439977)99:0.0228191196,Trichoplax:0.4767804490)57:0.0213537857,((Acropora:0.2473974987,Nematostella:0.1713282390)100:0.0893513997,Hydra:0.4772548757)100:0.0527290177)100:0.0636736273)100:0.0137951942,(Strongylocentrotus:0.3081489058,Saccoglossus:0.2343529744)100:0.0488454459)100:0.0190523498,Branchiostoma:0.2505910615)100:0.0396051260,(((Xenopus:0.1126703796,(Homo:0.1035595491,(Gallus:0.1066756532,Anolis:0.0675968251)100:0.0138525357)100:0.0241877222)100:0.0174645976,Latimeria:0.1045320469)100:0.0188087607,(Fugu:0.0670199504,Gasterosteus:0.0636731807)100:0.0899347379)100:0.1449460540)100:0.1107826915,Ciona:0.3980588495);"
"Borowiec2015"	"PMSF_LG_C60"	"Best108"	"aa"	"Borowiec2015.Best108.PMSF_LG_C60"	"Borowiec2015.Best108.PMSF_LG_C60.ssfp.sitefreq"	NA	NA	NA	-1293276.3521	-441579.5267	94	2587552.9435	15.2708	2.9314	19.2	"0.2885,0.0577,0.2880,0.4251,0.2800,1.3358,0.1435,3.3921"	NA	"State frequencies from model"	"(Oikopleura:1.1280876790,(((((((((((Apis:0.0419878110,Bombus:0.0481363360)100:0.2609121300,(Tribolium:0.2633722033,(Danaus:0.3778750998,Drosophila:0.4537019288)96:0.0324685006)100:0.0284625445)100:0.0395414834,(Acyrthosiphon:0.4511654483,Rhodnius:0.3683334491)100:0.0520131146)100:0.0968298096,Daphnia:0.3925005077)100:0.0790251761,((Tetranychus:0.6842069319,Ixodes:0.3977411709)100:0.0364796167,Strigamia:0.3298075634)79:0.0170041191)100:0.0470378023,(Caenorhabditis:0.5679595362,Brugia:0.3958240307)100:0.6600749697)100:0.0413714171,(Capitella:0.3008400854,(Lottia:0.2500630320,Pinctada:0.2908151780)100:0.0431284134)100:0.0522753210)100:0.0307723904,(((((Monosiga:0.4701005110,Salpingoeca:0.5150879987)100:0.5840913265,Mnemiopsis:0.7272578664)97:0.0298165447,Amphimedon:0.6083934915)99:0.0216756225,Trichoplax:0.4951371168)64:0.0196593732,((Acropora:0.2530639382,Nematostella:0.1744903878)100:0.0907750325,Hydra:0.4956659665)100:0.0529232969)100:0.0662720192)100:0.0134016456,(Strongylocentrotus:0.3168404461,Saccoglossus:0.2402088832)100:0.0480835551)100:0.0185593414,Branchiostoma:0.2551322621)100:0.0401688019,(((Xenopus:0.1139491502,(Homo:0.1046348612,(Gallus:0.1078675261,Anolis:0.0681028799)100:0.0136665896)100:0.0240462024)100:0.0175901396,Latimeria:0.1051269190)100:0.0179745254,(Fugu:0.0675042045,Gasterosteus:0.0641729027)100:0.0922237671)100:0.1501199948)100:0.1129703811,Ciona:0.4142388698);"
"Borowiec2015"	"Poisson"	"Best108"	"aa"	"Borowiec2015.Best108.Poisson"	"Poisson+F+R5"	-1574202.505	3149426.531	0.627	-1573253.5753	-441579.5267	96	3147528.6715	10.606	2.1398	20.18	"0.2163,0.0566,0.1996,0.3130,0.2451,0.8462,0.2373,1.7142,0.1017,3.0574"	NA	"0.0686,0.0553,0.0418,0.0580,0.0178,0.0403,0.0690,0.0586,0.0242,0.0621,0.0977,0.0736,0.0265,0.0411,0.0407,0.0624,0.0528,0.0090,0.0310,0.0693"	"(Oikopleura:0.6135452107,((((((((((Apis:0.0429230844,Bombus:0.0471671354)100:0.1929959455,(Tribolium:0.2041626049,(Danaus:0.2642034584,Drosophila:0.3106622959)100:0.0430061425)60:0.0305170941)100:0.0385978213,(Acyrthosiphon:0.3063527991,Rhodnius:0.2582281688)100:0.0513363406)100:0.0668442332,Daphnia:0.2879603601)100:0.0565504653,(Ixodes:0.2951730192,Strigamia:0.2383721331)48:0.0332095825)48:0.0264989293,(Tetranychus:0.4077526010,(Caenorhabditis:0.3585628661,Brugia:0.2753395167)100:0.2935792222)64:0.0704648250)100:0.0523972460,(Capitella:0.2311830903,(Lottia:0.1906242442,Pinctada:0.2169144613)100:0.0418119638)100:0.0504532601)100:0.0299138408,(((((Monosiga:0.3037770034,Salpingoeca:0.3206538985)100:0.2733353435,Mnemiopsis:0.4135319834)98:0.0471067795,Amphimedon:0.3841069721)79:0.0359135621,Trichoplax:0.3445566583)97:0.0317528380,((Acropora:0.1948237531,Nematostella:0.1437204944)100:0.0658043940,Hydra:0.3445895482)100:0.0460584125)100:0.0554597679)98:0.0225285962,((Strongylocentrotus:0.2353900570,Saccoglossus:0.1865377061)100:0.0424441390,Branchiostoma:0.2007415294)65:0.0260447199)100:0.0445717795,(((Xenopus:0.1033987428,(Homo:0.0941604551,(Gallus:0.0960603022,Anolis:0.0632757515)100:0.0152129526)100:0.0242057613)100:0.0180254781,Latimeria:0.0951166911)100:0.0238453890,(Fugu:0.0628603614,Gasterosteus:0.0617224108)100:0.0748607155)100:0.1100122386)100:0.1043929087,Ciona:0.2681378126);"
"Borowiec2015"	"rtREV"	"Best108"	"aa"	"Borowiec2015.Best108.rtREV"	"rtREV+F+R6"	-1427255.149	2855553.101	0.988	-1426303.2858	-441579.5267	98	2853649.3742	12.3833	2.4792	20.02	"0.1719,0.0436,0.1935,0.2258,0.2270,0.6347,0.2178,1.2703,0.1501,2.3478,0.0397,4.4231"	NA	"0.0686,0.0553,0.0418,0.0580,0.0178,0.0403,0.0690,0.0586,0.0242,0.0621,0.0977,0.0736,0.0265,0.0411,0.0407,0.0624,0.0528,0.0090,0.0310,0.0693"	"(Oikopleura:0.7543519410,(((((((((((Apis:0.0440615480,Bombus:0.0479335056)100:0.2275017825,(Tribolium:0.2335142333,(Danaus:0.3151450761,Drosophila:0.3664946187)99:0.0404299751)91:0.0294833398)100:0.0397440416,(Acyrthosiphon:0.3601494455,Rhodnius:0.3079654321)100:0.0531758537)100:0.0803662173,Daphnia:0.3292409088)100:0.0667303809,((Tetranychus:0.5134423050,Ixodes:0.3164735555)98:0.0482308940,Strigamia:0.2850218418)75:0.0240043179)98:0.0392267955,(Caenorhabditis:0.4243269659,Brugia:0.3180610518)100:0.4472244093)100:0.0449412230,(Capitella:0.2626486427,(Lottia:0.2169651564,Pinctada:0.2527245871)100:0.0454480810)100:0.0536319862)100:0.0320769019,(((((Monosiga:0.3635747351,Salpingoeca:0.3837878062)100:0.3599484026,Mnemiopsis:0.5115497295)100:0.0465406279,Amphimedon:0.4606150371)100:0.0338027688,Trichoplax:0.3996610939)98:0.0313367243,((Acropora:0.2236050574,Nematostella:0.1599445515)100:0.0781391267,Hydra:0.4012006556)100:0.0492209083)100:0.0638166627)98:0.0200010656,(Strongylocentrotus:0.2718360996,Saccoglossus:0.2137812543)100:0.0520271508)65:0.0220642982,Branchiostoma:0.2328348446)100:0.0395781095,(((Xenopus:0.1106013621,(Homo:0.1015209499,(Gallus:0.1051658256,Anolis:0.0669669148)100:0.0151626023)100:0.0244216181)100:0.0181909521,Latimeria:0.1029262664)100:0.0224203102,(Fugu:0.0670467725,Gasterosteus:0.0640682759)100:0.0834032511)100:0.1295486598)100:0.1173735229,Ciona:0.3148908894);"
